"Category","All India"
"10-01-2023 : 67",191721
"10-01-2023 : 68",187788
"10-01-2023 : 69",187145
"10-01-2023 : 70",185601
"10-01-2023 : 71",186456
"10-01-2023 : 72",186147
"10-01-2023 : 73",185953
"10-01-2023 : 74",185107
"10-01-2023 : 75",186210
"10-01-2023 : 76",185508
"10-01-2023 : 77",184442
"10-01-2023 : 78",182291
"10-01-2023 : 79",180589
"10-01-2023 : 80",178299
"10-01-2023 : 81",175241
"10-01-2023 : 82",173375
"10-01-2023 : 83",172072
"10-01-2023 : 84",170525
"10-01-2023 : 85",168284
"10-01-2023 : 86",168032
"10-01-2023 : 87",166045
"10-01-2023 : 88",165398
"10-01-2023 : 89",162992
"10-01-2023 : 90",163540
"10-01-2023 : 91",161435
"10-01-2023 : 92",159054
"10-01-2023 : 93",156845
"10-01-2023 : 94",154758
"10-01-2023 : 95",152588
"10-01-2023 : 96",151392
"11-01-2023 : 1",149987
"11-01-2023 : 2",147825
"11-01-2023 : 3",146682
"11-01-2023 : 4",145661
"11-01-2023 : 5",144723
"11-01-2023 : 6",143586
"11-01-2023 : 7",142942
"11-01-2023 : 8",142564
"11-01-2023 : 9",141383
"11-01-2023 : 10",141033
"11-01-2023 : 11",140619
"11-01-2023 : 12",140042
"11-01-2023 : 13",139523
"11-01-2023 : 14",140002
"11-01-2023 : 15",140240
"11-01-2023 : 16",140416
"11-01-2023 : 17",140229
"11-01-2023 : 18",141863
"11-01-2023 : 19",143175
"11-01-2023 : 20",145235
"11-01-2023 : 21",148054
"11-01-2023 : 22",151138
"11-01-2023 : 23",154271
"11-01-2023 : 24",157525
"11-01-2023 : 25",161006
"11-01-2023 : 26",162019
"11-01-2023 : 27",166221
"11-01-2023 : 28",170394
"11-01-2023 : 29",175441
"11-01-2023 : 30",179336
"11-01-2023 : 31",183286
"11-01-2023 : 32",185127
"11-01-2023 : 33",186702
"11-01-2023 : 34",188002
"11-01-2023 : 35",191902
"11-01-2023 : 36",194817
"11-01-2023 : 37",195015
"11-01-2023 : 38",198636
"11-01-2023 : 39",201649
"11-01-2023 : 40",203014
"11-01-2023 : 41",204016
"11-01-2023 : 42",205764
"11-01-2023 : 43",206050
"11-01-2023 : 44",206756
"11-01-2023 : 45",206463
"11-01-2023 : 46",204864
"11-01-2023 : 47",204599
"11-01-2023 : 48",204300
"11-01-2023 : 49",204923
"11-01-2023 : 50",204428
"11-01-2023 : 51",204380
"11-01-2023 : 52",203960
"11-01-2023 : 53",203532
"11-01-2023 : 54",199521
"11-01-2023 : 55",198541
"11-01-2023 : 56",198511
"11-01-2023 : 57",197885
"11-01-2023 : 58",196219
"11-01-2023 : 59",197135
"11-01-2023 : 60",197795
"11-01-2023 : 61",197205
"11-01-2023 : 62",195598
"11-01-2023 : 63",195190
"11-01-2023 : 64",193190
"11-01-2023 : 65",192516
"11-01-2023 : 66",189839
"11-01-2023 : 67",190322
"11-01-2023 : 68",189640
"11-01-2023 : 69",189116
"11-01-2023 : 70",185755
"11-01-2023 : 71",186629
"11-01-2023 : 72",185547
"11-01-2023 : 73",186918
"11-01-2023 : 74",186208
"11-01-2023 : 75",186595
"11-01-2023 : 76",187702
"11-01-2023 : 77",186002
"11-01-2023 : 78",184395
"11-01-2023 : 79",181592
"11-01-2023 : 80",178792
"11-01-2023 : 81",176990
"11-01-2023 : 82",175493
"11-01-2023 : 83",174298
"11-01-2023 : 84",172248
"11-01-2023 : 85",172060
"11-01-2023 : 86",170590
"11-01-2023 : 87",168062
"11-01-2023 : 88",166662
"11-01-2023 : 89",164025
"11-01-2023 : 90",163793
"11-01-2023 : 91",161437
"11-01-2023 : 92",160009
"11-01-2023 : 93",157357
"11-01-2023 : 94",155813
"11-01-2023 : 95",154044
"11-01-2023 : 96",152132
"12-01-2023 : 1",150163
"12-01-2023 : 2",148973
"12-01-2023 : 3",147122
"12-01-2023 : 4",146295
"12-01-2023 : 5",145451
"12-01-2023 : 6",144634
"12-01-2023 : 7",142976
"12-01-2023 : 8",142426
"12-01-2023 : 9",141714
"12-01-2023 : 10",139928
"12-01-2023 : 11",140019
"12-01-2023 : 12",139613
"12-01-2023 : 13",139535
"12-01-2023 : 14",139258
"12-01-2023 : 15",139618
"12-01-2023 : 16",139265
"12-01-2023 : 17",139725
"12-01-2023 : 18",141225
"12-01-2023 : 19",142720
"12-01-2023 : 20",145013
"12-01-2023 : 21",147268
"12-01-2023 : 22",150949
"12-01-2023 : 23",154090
"12-01-2023 : 24",158105
"12-01-2023 : 25",160916
"12-01-2023 : 26",163128
"12-01-2023 : 27",167084
"12-01-2023 : 28",171910
"12-01-2023 : 29",174983
"12-01-2023 : 30",179319
"12-01-2023 : 31",183185
"12-01-2023 : 32",186132
"12-01-2023 : 33",188286
"12-01-2023 : 34",189980
"12-01-2023 : 35",192461
"12-01-2023 : 36",195213
"12-01-2023 : 37",195659
"12-01-2023 : 38",199345
"12-01-2023 : 39",201811
"12-01-2023 : 40",203429
"12-01-2023 : 41",203752
"12-01-2023 : 42",205070
"12-01-2023 : 43",205767
"12-01-2023 : 44",205845
"12-01-2023 : 45",204810
"12-01-2023 : 46",203767
"12-01-2023 : 47",203609
"12-01-2023 : 48",203150
"12-01-2023 : 49",202854
"12-01-2023 : 50",201570
"12-01-2023 : 51",202779
"12-01-2023 : 52",201542
"12-01-2023 : 53",200655
"12-01-2023 : 54",197815
"12-01-2023 : 55",197531
"12-01-2023 : 56",197626
"12-01-2023 : 57",196834
"12-01-2023 : 58",195862
"12-01-2023 : 59",195860
"12-01-2023 : 60",196026
"12-01-2023 : 61",195419
"12-01-2023 : 62",193671
"12-01-2023 : 63",192985
"12-01-2023 : 64",191923
"12-01-2023 : 65",190942
"12-01-2023 : 66",187372
"12-01-2023 : 67",188180
"12-01-2023 : 68",188031
"12-01-2023 : 69",186838
"12-01-2023 : 70",183985
"12-01-2023 : 71",185409
"12-01-2023 : 72",185649
"12-01-2023 : 73",185568
"12-01-2023 : 74",184222
"12-01-2023 : 75",186071
"12-01-2023 : 76",185786
"12-01-2023 : 77",184161
"12-01-2023 : 78",182494
"12-01-2023 : 79",181455
"12-01-2023 : 80",178194
"12-01-2023 : 81",175778
"12-01-2023 : 82",173888
"12-01-2023 : 83",172589
"12-01-2023 : 84",170369
"12-01-2023 : 85",169164
"12-01-2023 : 86",169423
"12-01-2023 : 87",167359
"12-01-2023 : 88",165986
"12-01-2023 : 89",162370
"12-01-2023 : 90",161415
"12-01-2023 : 91",160415
"12-01-2023 : 92",159563
"12-01-2023 : 93",157300
"12-01-2023 : 94",155489
"12-01-2023 : 95",153598
"12-01-2023 : 96",151347
"13-01-2023 : 1",149238
"13-01-2023 : 2",147981
"13-01-2023 : 3",146652
"13-01-2023 : 4",144318
"13-01-2023 : 5",144029
"13-01-2023 : 6",141866
"13-01-2023 : 7",141823
"13-01-2023 : 8",140382
"13-01-2023 : 9",140069
"13-01-2023 : 10",139120
"13-01-2023 : 11",139428
"13-01-2023 : 12",139268
"13-01-2023 : 13",139230
"13-01-2023 : 14",139681
"13-01-2023 : 15",139532
"13-01-2023 : 16",139852
"13-01-2023 : 17",140069
"13-01-2023 : 18",141712
"13-01-2023 : 19",143247
"13-01-2023 : 20",145324
"13-01-2023 : 21",147352
"13-01-2023 : 22",150452
"13-01-2023 : 23",153970
"13-01-2023 : 24",157360
"13-01-2023 : 25",159271
"13-01-2023 : 26",161575
"13-01-2023 : 27",165517
"13-01-2023 : 28",169682
"13-01-2023 : 29",173725
"13-01-2023 : 30",177192
"13-01-2023 : 31",180941
"13-01-2023 : 32",183778
"13-01-2023 : 33",185667
"13-01-2023 : 34",189120
"13-01-2023 : 35",191930
"13-01-2023 : 36",193786
"13-01-2023 : 37",194268
"13-01-2023 : 38",196972
"13-01-2023 : 39",199066
"13-01-2023 : 40",200401
"13-01-2023 : 41",202288
"13-01-2023 : 42",203928
"13-01-2023 : 43",204551
"13-01-2023 : 44",204337
"13-01-2023 : 45",204113
"13-01-2023 : 46",203160
"13-01-2023 : 47",203617
"13-01-2023 : 48",202971
"13-01-2023 : 49",202358
"13-01-2023 : 50",201390
"13-01-2023 : 51",201521
"13-01-2023 : 52",201856
"13-01-2023 : 53",200030
"13-01-2023 : 54",196379
"13-01-2023 : 55",196744
"13-01-2023 : 56",196485
"13-01-2023 : 57",196218
"13-01-2023 : 58",194611
"13-01-2023 : 59",194563
"13-01-2023 : 60",193712
"13-01-2023 : 61",193267
"13-01-2023 : 62",190015
"13-01-2023 : 63",189719
"13-01-2023 : 64",188430
"13-01-2023 : 65",188339
"13-01-2023 : 66",186364
"13-01-2023 : 67",186376
"13-01-2023 : 68",185573
"13-01-2023 : 69",183527
"13-01-2023 : 70",180738
"13-01-2023 : 71",181642
"13-01-2023 : 72",182355
"13-01-2023 : 73",183042
"13-01-2023 : 74",181462
"13-01-2023 : 75",182788
"13-01-2023 : 76",183624
"13-01-2023 : 77",182064
"13-01-2023 : 78",180347
"13-01-2023 : 79",177185
"13-01-2023 : 80",175040
"13-01-2023 : 81",173159
"13-01-2023 : 82",170861
"13-01-2023 : 83",169862
"13-01-2023 : 84",168734
"13-01-2023 : 85",166876
"13-01-2023 : 86",166991
"13-01-2023 : 87",164503
"13-01-2023 : 88",162183
"13-01-2023 : 89",160456
"13-01-2023 : 90",159721
"13-01-2023 : 91",157980
"13-01-2023 : 92",156195
"13-01-2023 : 93",153988
"13-01-2023 : 94",152532
"13-01-2023 : 95",151345
"13-01-2023 : 96",149866
"14-01-2023 : 1",148302
"14-01-2023 : 2",146031
"14-01-2023 : 3",144771
"14-01-2023 : 4",144031
"14-01-2023 : 5",143090
"14-01-2023 : 6",142229
"14-01-2023 : 7",141315
"14-01-2023 : 8",140522
"14-01-2023 : 9",139800
"14-01-2023 : 10",138636
"14-01-2023 : 11",138630
"14-01-2023 : 12",138177
"14-01-2023 : 13",138255
"14-01-2023 : 14",138466
"14-01-2023 : 15",138617
"14-01-2023 : 16",138738
"14-01-2023 : 17",139634
"14-01-2023 : 18",141339
"14-01-2023 : 19",142795
"14-01-2023 : 20",144750
"14-01-2023 : 21",147194
"14-01-2023 : 22",150687
"14-01-2023 : 23",153780
"14-01-2023 : 24",156846
"14-01-2023 : 25",159057
"14-01-2023 : 26",160091
"14-01-2023 : 27",165072
"14-01-2023 : 28",166418
"14-01-2023 : 29",170472
"14-01-2023 : 30",172719
"14-01-2023 : 31",177058
"14-01-2023 : 32",179931
"14-01-2023 : 33",182207
"14-01-2023 : 34",184682
"14-01-2023 : 35",187230
"14-01-2023 : 36",190559
"14-01-2023 : 37",191989
"14-01-2023 : 38",196757
"14-01-2023 : 39",198468
"14-01-2023 : 40",200206
"14-01-2023 : 41",201350
"14-01-2023 : 42",202679
"14-01-2023 : 43",202273
"14-01-2023 : 44",201480
"14-01-2023 : 45",200952
"14-01-2023 : 46",199883
"14-01-2023 : 47",199034
"14-01-2023 : 48",197736
"14-01-2023 : 49",197661
"14-01-2023 : 50",195354
"14-01-2023 : 51",195684
"14-01-2023 : 52",194558
"14-01-2023 : 53",192987
"14-01-2023 : 54",188801
"14-01-2023 : 55",187151
"14-01-2023 : 56",186950
"14-01-2023 : 57",184661
"14-01-2023 : 58",182567
"14-01-2023 : 59",182317
"14-01-2023 : 60",181738
"14-01-2023 : 61",180595
"14-01-2023 : 62",179450
"14-01-2023 : 63",177533
"14-01-2023 : 64",176879
"14-01-2023 : 65",176384
"14-01-2023 : 66",174824
"14-01-2023 : 67",175668
"14-01-2023 : 68",173812
"14-01-2023 : 69",172898
"14-01-2023 : 70",168533
"14-01-2023 : 71",168782
"14-01-2023 : 72",169413
"14-01-2023 : 73",169841
"14-01-2023 : 74",168642
"14-01-2023 : 75",170785
"14-01-2023 : 76",172307
"14-01-2023 : 77",172115
"14-01-2023 : 78",171334
"14-01-2023 : 79",169947
"14-01-2023 : 80",167200
"14-01-2023 : 81",164750
"14-01-2023 : 82",163036
"14-01-2023 : 83",161944
"14-01-2023 : 84",160695
"14-01-2023 : 85",158318
"14-01-2023 : 86",156961
"14-01-2023 : 87",156171
"14-01-2023 : 88",154107
"14-01-2023 : 89",151862
"14-01-2023 : 90",151200
"14-01-2023 : 91",150683
"14-01-2023 : 92",149098
"14-01-2023 : 93",147027
"14-01-2023 : 94",145668
"14-01-2023 : 95",144194
"14-01-2023 : 96",142715
"15-01-2023 : 1",141013
"15-01-2023 : 2",139569
"15-01-2023 : 3",138648
"15-01-2023 : 4",137508
"15-01-2023 : 5",136390
"15-01-2023 : 6",134872
"15-01-2023 : 7",133987
"15-01-2023 : 8",133714
"15-01-2023 : 9",132762
"15-01-2023 : 10",131926
"15-01-2023 : 11",131844
"15-01-2023 : 12",131957
"15-01-2023 : 13",131792
"15-01-2023 : 14",132559
"15-01-2023 : 15",132663
"15-01-2023 : 16",133251
"15-01-2023 : 17",133287
"15-01-2023 : 18",134843
"15-01-2023 : 19",136120
"15-01-2023 : 20",138593
"15-01-2023 : 21",140115
"15-01-2023 : 22",143407
"15-01-2023 : 23",146281
"15-01-2023 : 24",149818
"15-01-2023 : 25",151793
"15-01-2023 : 26",153299
"15-01-2023 : 27",157110
"15-01-2023 : 28",160664
"15-01-2023 : 29",164361
"15-01-2023 : 30",166962
"15-01-2023 : 31",170301
"15-01-2023 : 32",173744
"15-01-2023 : 33",177660
"15-01-2023 : 34",180642
"15-01-2023 : 35",183497
"15-01-2023 : 36",186775
"15-01-2023 : 37",188592
"15-01-2023 : 38",191962
"15-01-2023 : 39",193669
"15-01-2023 : 40",195845
"15-01-2023 : 41",196375
"15-01-2023 : 42",197636
"15-01-2023 : 43",197772
"15-01-2023 : 44",197195
"15-01-2023 : 45",196321
"15-01-2023 : 46",194702
"15-01-2023 : 47",194042
"15-01-2023 : 48",192600
"15-01-2023 : 49",191386
"15-01-2023 : 50",188925
"15-01-2023 : 51",188246
"15-01-2023 : 52",186530
"15-01-2023 : 53",184673
"15-01-2023 : 54",182476
"15-01-2023 : 55",180616
"15-01-2023 : 56",179635
"15-01-2023 : 57",177787
"15-01-2023 : 58",175439
"15-01-2023 : 59",175062
"15-01-2023 : 60",174798
"15-01-2023 : 61",173671
"15-01-2023 : 62",171348
"15-01-2023 : 63",171393
"15-01-2023 : 64",170451
"15-01-2023 : 65",170099
"15-01-2023 : 66",167000
"15-01-2023 : 67",167855
"15-01-2023 : 68",166810
"15-01-2023 : 69",166376
"15-01-2023 : 70",161040
"15-01-2023 : 71",161760
"15-01-2023 : 72",162795
"15-01-2023 : 73",163806
"15-01-2023 : 74",163850
"15-01-2023 : 75",165004
"15-01-2023 : 76",166372
"15-01-2023 : 77",167148
"15-01-2023 : 78",165519
"15-01-2023 : 79",164544
"15-01-2023 : 80",163446
"15-01-2023 : 81",161553
"15-01-2023 : 82",159777
"15-01-2023 : 83",158376
"15-01-2023 : 84",156606
"15-01-2023 : 85",155056
"15-01-2023 : 86",154489
"15-01-2023 : 87",152057
"15-01-2023 : 88",150231
"15-01-2023 : 89",147757
"15-01-2023 : 90",148873
"15-01-2023 : 91",147257
"15-01-2023 : 92",145370
"15-01-2023 : 93",143099
"15-01-2023 : 94",141284
"15-01-2023 : 95",140349
"15-01-2023 : 96",138119
"16-01-2023 : 1",136203
"16-01-2023 : 2",135153
"16-01-2023 : 3",134602
"16-01-2023 : 4",133307
"16-01-2023 : 5",132402
"16-01-2023 : 6",131348
"16-01-2023 : 7",130957
"16-01-2023 : 8",130553
"16-01-2023 : 9",129695
"16-01-2023 : 10",128919
"16-01-2023 : 11",128897
"16-01-2023 : 12",128569
"16-01-2023 : 13",129006
"16-01-2023 : 14",128707
"16-01-2023 : 15",128645
"16-01-2023 : 16",128795
"16-01-2023 : 17",129341
"16-01-2023 : 18",130508
"16-01-2023 : 19",131962
"16-01-2023 : 20",133100
"16-01-2023 : 21",136410
"16-01-2023 : 22",139650
"16-01-2023 : 23",143936
"16-01-2023 : 24",147973
"16-01-2023 : 25",150664
"16-01-2023 : 26",154513
"16-01-2023 : 27",158806
"16-01-2023 : 28",162956
"16-01-2023 : 29",167404
"16-01-2023 : 30",172527
"16-01-2023 : 31",176264
"16-01-2023 : 32",179559
"16-01-2023 : 33",181439
"16-01-2023 : 34",184508
"16-01-2023 : 35",188844
"16-01-2023 : 36",191461
"16-01-2023 : 37",193181
"16-01-2023 : 38",197557
"16-01-2023 : 39",199626
"16-01-2023 : 40",201612
"16-01-2023 : 41",202966
"16-01-2023 : 42",202603
"16-01-2023 : 43",202815
"16-01-2023 : 44",202928
"16-01-2023 : 45",202408
"16-01-2023 : 46",200747
"16-01-2023 : 47",200861
"16-01-2023 : 48",199359
"16-01-2023 : 49",198903
"16-01-2023 : 50",196831
"16-01-2023 : 51",196495
"16-01-2023 : 52",195962
"16-01-2023 : 53",193566
"16-01-2023 : 54",189823
"16-01-2023 : 55",189642
"16-01-2023 : 56",189278
"16-01-2023 : 57",187906
"16-01-2023 : 58",186230
"16-01-2023 : 59",187081
"16-01-2023 : 60",185597
"16-01-2023 : 61",186618
"16-01-2023 : 62",185276
"16-01-2023 : 63",185818
"16-01-2023 : 64",185331
"16-01-2023 : 65",185167
"16-01-2023 : 66",181593
"16-01-2023 : 67",182402
"16-01-2023 : 68",182178
"16-01-2023 : 69",181321
"16-01-2023 : 70",176505
"16-01-2023 : 71",178001
"16-01-2023 : 72",178029
"16-01-2023 : 73",178619
"16-01-2023 : 74",177361
"16-01-2023 : 75",179186
"16-01-2023 : 76",180098
"16-01-2023 : 77",179462
"16-01-2023 : 78",178991
"16-01-2023 : 79",177259
"16-01-2023 : 80",174232
"16-01-2023 : 81",172682
"16-01-2023 : 82",170653
"16-01-2023 : 83",168673
"16-01-2023 : 84",167510
"16-01-2023 : 85",165594
"16-01-2023 : 86",163636
"16-01-2023 : 87",161826
"16-01-2023 : 88",159590
"16-01-2023 : 89",157071
"16-01-2023 : 90",157250
"16-01-2023 : 91",155948
"16-01-2023 : 92",153713
"16-01-2023 : 93",151693
"16-01-2023 : 94",149141
"16-01-2023 : 95",147163
"16-01-2023 : 96",145536
"17-01-2023 : 1",144286
"17-01-2023 : 2",142320
"17-01-2023 : 3",141239
"17-01-2023 : 4",140083
"17-01-2023 : 5",139271
"17-01-2023 : 6",138106
"17-01-2023 : 7",137590
"17-01-2023 : 8",136889
"17-01-2023 : 9",136117
"17-01-2023 : 10",135529
"17-01-2023 : 11",135803
"17-01-2023 : 12",135430
"17-01-2023 : 13",135114
"17-01-2023 : 14",135255
"17-01-2023 : 15",135481
"17-01-2023 : 16",136108
"17-01-2023 : 17",136580
"17-01-2023 : 18",138146
"17-01-2023 : 19",139781
"17-01-2023 : 20",141488
"17-01-2023 : 21",143599
"17-01-2023 : 22",147234
"17-01-2023 : 23",151008
"17-01-2023 : 24",154333
"17-01-2023 : 25",157228
"17-01-2023 : 26",160023
"17-01-2023 : 27",165967
"17-01-2023 : 28",170334
"17-01-2023 : 29",174727
"17-01-2023 : 30",178675
"17-01-2023 : 31",182204
"17-01-2023 : 32",186083
"17-01-2023 : 33",188389
"17-01-2023 : 34",192092
"17-01-2023 : 35",195358
"17-01-2023 : 36",196927
"17-01-2023 : 37",198105
"17-01-2023 : 38",203258
"17-01-2023 : 39",204193
"17-01-2023 : 40",205649
"17-01-2023 : 41",205982
"17-01-2023 : 42",206486
"17-01-2023 : 43",204220
"17-01-2023 : 44",205595
"17-01-2023 : 45",204967
"17-01-2023 : 46",203368
"17-01-2023 : 47",203202
"17-01-2023 : 48",201646
"17-01-2023 : 49",201066
"17-01-2023 : 50",200004
"17-01-2023 : 51",199873
"17-01-2023 : 52",198603
"17-01-2023 : 53",197627
"17-01-2023 : 54",194512
"17-01-2023 : 55",193154
"17-01-2023 : 56",192617
"17-01-2023 : 57",191860
"17-01-2023 : 58",189892
"17-01-2023 : 59",190587
"17-01-2023 : 60",190300
"17-01-2023 : 61",189341
"17-01-2023 : 62",187982
"17-01-2023 : 63",188463
"17-01-2023 : 64",187555
"17-01-2023 : 65",187249
"17-01-2023 : 66",184040
"17-01-2023 : 67",184458
"17-01-2023 : 68",184587
"17-01-2023 : 69",184044
"17-01-2023 : 70",179022
"17-01-2023 : 71",179653
"17-01-2023 : 72",179626
"17-01-2023 : 73",181198
"17-01-2023 : 74",180629
"17-01-2023 : 75",182551
"17-01-2023 : 76",183572
"17-01-2023 : 77",182544
"17-01-2023 : 78",181713
"17-01-2023 : 79",180292
"17-01-2023 : 80",177573
"17-01-2023 : 81",174848
"17-01-2023 : 82",173211
"17-01-2023 : 83",171814
"17-01-2023 : 84",170124
"17-01-2023 : 85",167695
"17-01-2023 : 86",166184
"17-01-2023 : 87",164538
"17-01-2023 : 88",162658
"17-01-2023 : 89",160268
"17-01-2023 : 90",160065
"17-01-2023 : 91",157557
"17-01-2023 : 92",155860
"17-01-2023 : 93",154428
"17-01-2023 : 94",152158
"17-01-2023 : 95",150738
"17-01-2023 : 96",148715
"18-01-2023 : 1",147696
"18-01-2023 : 2",146529
"18-01-2023 : 3",144874
"18-01-2023 : 4",143536
"18-01-2023 : 5",142594
"18-01-2023 : 6",141628
"18-01-2023 : 7",141196
"18-01-2023 : 8",140521
"18-01-2023 : 9",139692
"18-01-2023 : 10",139162
"18-01-2023 : 11",138945
"18-01-2023 : 12",138914
"18-01-2023 : 13",138484
"18-01-2023 : 14",139225
"18-01-2023 : 15",139330
"18-01-2023 : 16",139519
"18-01-2023 : 17",139469
"18-01-2023 : 18",141145
"18-01-2023 : 19",142695
"18-01-2023 : 20",144857
"18-01-2023 : 21",147044
"18-01-2023 : 22",149947
"18-01-2023 : 23",153188
"18-01-2023 : 24",157273
"18-01-2023 : 25",160966
"18-01-2023 : 26",163561
"18-01-2023 : 27",169772
"18-01-2023 : 28",173940
"18-01-2023 : 29",178923
"18-01-2023 : 30",182340
"18-01-2023 : 31",186860
"18-01-2023 : 32",190430
"18-01-2023 : 33",192560
"18-01-2023 : 34",195466
"18-01-2023 : 35",198509
"18-01-2023 : 36",200075
"18-01-2023 : 37",201212
"18-01-2023 : 38",205809
"18-01-2023 : 39",207073
"18-01-2023 : 40",209549
"18-01-2023 : 41",210387
"18-01-2023 : 42",209446
"18-01-2023 : 43",209006
"18-01-2023 : 44",208159
"18-01-2023 : 45",207511
"18-01-2023 : 46",206981
"18-01-2023 : 47",206309
"18-01-2023 : 48",205631
"18-01-2023 : 49",204622
"18-01-2023 : 50",202686
"18-01-2023 : 51",201618
"18-01-2023 : 52",200401
"18-01-2023 : 53",199248
"18-01-2023 : 54",196008
"18-01-2023 : 55",195524
"18-01-2023 : 56",195510
"18-01-2023 : 57",194758
"18-01-2023 : 58",194374
"18-01-2023 : 59",193718
"18-01-2023 : 60",194079
"18-01-2023 : 61",193240
"18-01-2023 : 62",192094
"18-01-2023 : 63",192061
"18-01-2023 : 64",191301
"18-01-2023 : 65",191008
"18-01-2023 : 66",188599
"18-01-2023 : 67",189427
"18-01-2023 : 68",189223
"18-01-2023 : 69",185722
"18-01-2023 : 70",181420
"18-01-2023 : 71",182146
"18-01-2023 : 72",182330
"18-01-2023 : 73",183560
"18-01-2023 : 74",183243
"18-01-2023 : 75",185249
"18-01-2023 : 76",185725
"18-01-2023 : 77",184429
"18-01-2023 : 78",183081
"18-01-2023 : 79",181999
"18-01-2023 : 80",179847
"18-01-2023 : 81",176953
"18-01-2023 : 82",176644
"18-01-2023 : 83",174561
"18-01-2023 : 84",172738
"18-01-2023 : 85",171303
"18-01-2023 : 86",170514
"18-01-2023 : 87",168381
"18-01-2023 : 88",165983
"18-01-2023 : 89",162723
"18-01-2023 : 90",162323
"18-01-2023 : 91",160743
"18-01-2023 : 92",159072
"18-01-2023 : 93",157275
"18-01-2023 : 94",155382
"18-01-2023 : 95",153966
"18-01-2023 : 96",151927
"19-01-2023 : 1",149358
"19-01-2023 : 2",148281
"19-01-2023 : 3",146769
"19-01-2023 : 4",145904
"19-01-2023 : 5",144845
"19-01-2023 : 6",143951
"19-01-2023 : 7",143314
"19-01-2023 : 8",142598
"19-01-2023 : 9",141629
"19-01-2023 : 10",141534
"19-01-2023 : 11",140307
"19-01-2023 : 12",140457
"19-01-2023 : 13",140117
"19-01-2023 : 14",140384
"19-01-2023 : 15",140278
"19-01-2023 : 16",140559
"19-01-2023 : 17",141087
"19-01-2023 : 18",142672
"19-01-2023 : 19",144520
"19-01-2023 : 20",145841
"19-01-2023 : 21",148004
"19-01-2023 : 22",150986
"19-01-2023 : 23",154326
"19-01-2023 : 24",158504
"19-01-2023 : 25",162684
"19-01-2023 : 26",165275
"19-01-2023 : 27",171205
"19-01-2023 : 28",175834
"19-01-2023 : 29",180246
"19-01-2023 : 30",184204
"19-01-2023 : 31",188685
"19-01-2023 : 32",190958
"19-01-2023 : 33",192988
"19-01-2023 : 34",196693
"19-01-2023 : 35",198119
"19-01-2023 : 36",200335
"19-01-2023 : 37",201364
"19-01-2023 : 38",204964
"19-01-2023 : 39",206226
"19-01-2023 : 40",207661
"19-01-2023 : 41",206657
"19-01-2023 : 42",207113
"19-01-2023 : 43",206286
"19-01-2023 : 44",204707
"19-01-2023 : 45",204065
"19-01-2023 : 46",203716
"19-01-2023 : 47",203050
"19-01-2023 : 48",201477
"19-01-2023 : 49",201243
"19-01-2023 : 50",198631
"19-01-2023 : 51",197763
"19-01-2023 : 52",195911
"19-01-2023 : 53",195354
"19-01-2023 : 54",192264
"19-01-2023 : 55",193135
"19-01-2023 : 56",192621
"19-01-2023 : 57",191904
"19-01-2023 : 58",190557
"19-01-2023 : 59",191790
"19-01-2023 : 60",191688
"19-01-2023 : 61",191736
"19-01-2023 : 62",187642
"19-01-2023 : 63",189480
"19-01-2023 : 64",188856
"19-01-2023 : 65",188696
"19-01-2023 : 66",186635
"19-01-2023 : 67",186999
"19-01-2023 : 68",187605
"19-01-2023 : 69",186308
"19-01-2023 : 70",181750
"19-01-2023 : 71",182389
"19-01-2023 : 72",183108
"19-01-2023 : 73",183996
"19-01-2023 : 74",183405
"19-01-2023 : 75",185894
"19-01-2023 : 76",186739
"19-01-2023 : 77",185954
"19-01-2023 : 78",183977
