"Category","All India"
"04-08-2023 : 92",200927
"04-08-2023 : 93",200803
"04-08-2023 : 94",199162
"04-08-2023 : 95",198489
"04-08-2023 : 96",196832
"05-08-2023 : 1",195434
"05-08-2023 : 2",196035
"05-08-2023 : 3",194475
"05-08-2023 : 4",192972
"05-08-2023 : 5",191567
"05-08-2023 : 6",190340
"05-08-2023 : 7",188868
"05-08-2023 : 8",188417
"05-08-2023 : 9",187271
"05-08-2023 : 10",185959
"05-08-2023 : 11",185662
"05-08-2023 : 12",184391
"05-08-2023 : 13",184086
"05-08-2023 : 14",183094
"05-08-2023 : 15",182330
"05-08-2023 : 16",181774
"05-08-2023 : 17",181057
"05-08-2023 : 18",181119
"05-08-2023 : 19",181210
"05-08-2023 : 20",182011
"05-08-2023 : 21",181942
"05-08-2023 : 22",181675
"05-08-2023 : 23",182697
"05-08-2023 : 24",183309
"05-08-2023 : 25",184620
"05-08-2023 : 26",185792
"05-08-2023 : 27",188447
"05-08-2023 : 28",189550
"05-08-2023 : 29",189782
"05-08-2023 : 30",189466
"05-08-2023 : 31",189952
"05-08-2023 : 32",190001
"05-08-2023 : 33",190261
"05-08-2023 : 34",192046
"05-08-2023 : 35",193181
"05-08-2023 : 36",195257
"05-08-2023 : 37",196522
"05-08-2023 : 38",199060
"05-08-2023 : 39",200960
"05-08-2023 : 40",202289
"05-08-2023 : 41",203073
"05-08-2023 : 42",204461
"05-08-2023 : 43",205330
"05-08-2023 : 44",205159
"05-08-2023 : 45",205678
"05-08-2023 : 46",205727
"05-08-2023 : 47",205619
"05-08-2023 : 48",205862
"05-08-2023 : 49",205913
"05-08-2023 : 50",205081
"05-08-2023 : 51",204754
"05-08-2023 : 52",204757
"05-08-2023 : 53",203547
"05-08-2023 : 54",200982
"05-08-2023 : 55",201164
"05-08-2023 : 56",202688
"05-08-2023 : 57",202057
"05-08-2023 : 58",202268
"05-08-2023 : 59",204351
"05-08-2023 : 60",204626
"05-08-2023 : 61",205047
"05-08-2023 : 62",203081
"05-08-2023 : 63",203672
"05-08-2023 : 64",203510
"05-08-2023 : 65",202382
"05-08-2023 : 66",199033
"05-08-2023 : 67",198651
"05-08-2023 : 68",197338
"05-08-2023 : 69",195243
"05-08-2023 : 70",192730
"05-08-2023 : 71",192995
"05-08-2023 : 72",192799
"05-08-2023 : 73",192783
"05-08-2023 : 74",191415
"05-08-2023 : 75",193936
"05-08-2023 : 76",196112
"05-08-2023 : 77",199784
"05-08-2023 : 78",203502
"05-08-2023 : 79",206180
"05-08-2023 : 80",207013
"05-08-2023 : 81",206868
"05-08-2023 : 82",205943
"05-08-2023 : 83",205549
"05-08-2023 : 84",204946
"05-08-2023 : 85",204119
"05-08-2023 : 86",204073
"05-08-2023 : 87",203734
"05-08-2023 : 88",203291
"05-08-2023 : 89",202854
"05-08-2023 : 90",203432
"05-08-2023 : 91",204039
"05-08-2023 : 92",202706
"05-08-2023 : 93",202021
"05-08-2023 : 94",200916
"05-08-2023 : 95",200117
"05-08-2023 : 96",199352
"06-08-2023 : 1",198441
"06-08-2023 : 2",198501
"06-08-2023 : 3",197037
"06-08-2023 : 4",195578
"06-08-2023 : 5",194362
"06-08-2023 : 6",193334
"06-08-2023 : 7",191800
"06-08-2023 : 8",191075
"06-08-2023 : 9",189963
"06-08-2023 : 10",188790
"06-08-2023 : 11",188176
"06-08-2023 : 12",186981
"06-08-2023 : 13",185468
"06-08-2023 : 14",185291
"06-08-2023 : 15",184563
"06-08-2023 : 16",183714
"06-08-2023 : 17",182942
"06-08-2023 : 18",183197
"06-08-2023 : 19",183306
"06-08-2023 : 20",182957
"06-08-2023 : 21",183288
"06-08-2023 : 22",182785
"06-08-2023 : 23",183131
"06-08-2023 : 24",183475
"06-08-2023 : 25",183444
"06-08-2023 : 26",183395
"06-08-2023 : 27",184579
"06-08-2023 : 28",184791
"06-08-2023 : 29",185198
"06-08-2023 : 30",184824
"06-08-2023 : 31",184940
"06-08-2023 : 32",185591
"06-08-2023 : 33",185240
"06-08-2023 : 34",186594
"06-08-2023 : 35",187225
"06-08-2023 : 36",188857
"06-08-2023 : 37",189877
"06-08-2023 : 38",193035
"06-08-2023 : 39",193603
"06-08-2023 : 40",194827
"06-08-2023 : 41",195409
"06-08-2023 : 42",194617
"06-08-2023 : 43",196459
"06-08-2023 : 44",196087
"06-08-2023 : 45",197126
"06-08-2023 : 46",196692
"06-08-2023 : 47",196997
"06-08-2023 : 48",197650
"06-08-2023 : 49",197416
"06-08-2023 : 50",196704
"06-08-2023 : 51",196769
"06-08-2023 : 52",196566
"06-08-2023 : 53",195870
"06-08-2023 : 54",194013
"06-08-2023 : 55",194014
"06-08-2023 : 56",194478
"06-08-2023 : 57",194721
"06-08-2023 : 58",195050
"06-08-2023 : 59",195734
"06-08-2023 : 60",195743
"06-08-2023 : 61",195990
"06-08-2023 : 62",194377
"06-08-2023 : 63",194439
"06-08-2023 : 64",193697
"06-08-2023 : 65",193128
"06-08-2023 : 66",189794
"06-08-2023 : 67",189395
"06-08-2023 : 68",187399
"06-08-2023 : 69",185554
"06-08-2023 : 70",182776
"06-08-2023 : 71",182576
"06-08-2023 : 72",180923
"06-08-2023 : 73",180864
"06-08-2023 : 74",178967
"06-08-2023 : 75",180650
"06-08-2023 : 76",183452
"06-08-2023 : 77",186385
"06-08-2023 : 78",191294
"06-08-2023 : 79",194161
"06-08-2023 : 80",195574
"06-08-2023 : 81",196615
"06-08-2023 : 82",195793
"06-08-2023 : 83",195838
"06-08-2023 : 84",196860
"06-08-2023 : 85",196931
"06-08-2023 : 86",196498
"06-08-2023 : 87",196296
"06-08-2023 : 88",196104
"06-08-2023 : 89",196131
"06-08-2023 : 90",196856
"06-08-2023 : 91",197265
"06-08-2023 : 92",196726
"06-08-2023 : 93",195522
"06-08-2023 : 94",194251
"06-08-2023 : 95",192577
"06-08-2023 : 96",191351
"07-08-2023 : 1",189169
"07-08-2023 : 2",189000
"07-08-2023 : 3",187452
"07-08-2023 : 4",186288
"07-08-2023 : 5",186049
"07-08-2023 : 6",184886
"07-08-2023 : 7",183541
"07-08-2023 : 8",182254
"07-08-2023 : 9",181109
"07-08-2023 : 10",180455
"07-08-2023 : 11",179024
"07-08-2023 : 12",177815
"07-08-2023 : 13",176596
"07-08-2023 : 14",176479
"07-08-2023 : 15",175750
"07-08-2023 : 16",174921
"07-08-2023 : 17",174322
"07-08-2023 : 18",174321
"07-08-2023 : 19",175359
"07-08-2023 : 20",175397
"07-08-2023 : 21",176202
"07-08-2023 : 22",176968
"07-08-2023 : 23",178299
"07-08-2023 : 24",179793
"07-08-2023 : 25",180942
"07-08-2023 : 26",182107
"07-08-2023 : 27",185016
"07-08-2023 : 28",186411
"07-08-2023 : 29",188887
"07-08-2023 : 30",189722
"07-08-2023 : 31",191358
"07-08-2023 : 32",191802
"07-08-2023 : 33",191283
"07-08-2023 : 34",192959
"07-08-2023 : 35",194487
"07-08-2023 : 36",195435
"07-08-2023 : 37",195862
"07-08-2023 : 38",198974
"07-08-2023 : 39",202780
"07-08-2023 : 40",204516
"07-08-2023 : 41",205476
"07-08-2023 : 42",206232
"07-08-2023 : 43",206404
"07-08-2023 : 44",207618
"07-08-2023 : 45",208510
"07-08-2023 : 46",207993
"07-08-2023 : 47",208301
"07-08-2023 : 48",208591
"07-08-2023 : 49",207953
"07-08-2023 : 50",207898
"07-08-2023 : 51",208074
"07-08-2023 : 52",208297
"07-08-2023 : 53",207498
"07-08-2023 : 54",204469
"07-08-2023 : 55",204341
"07-08-2023 : 56",205626
"07-08-2023 : 57",206031
"07-08-2023 : 58",207001
"07-08-2023 : 59",207698
"07-08-2023 : 60",208205
"07-08-2023 : 61",208522
"07-08-2023 : 62",207090
"07-08-2023 : 63",207514
"07-08-2023 : 64",206336
"07-08-2023 : 65",206256
"07-08-2023 : 66",203575
"07-08-2023 : 67",202690
"07-08-2023 : 68",201610
"07-08-2023 : 69",201055
"07-08-2023 : 70",197637
"07-08-2023 : 71",198402
"07-08-2023 : 72",197454
"07-08-2023 : 73",197563
"07-08-2023 : 74",195829
"07-08-2023 : 75",198180
"07-08-2023 : 76",200614
"07-08-2023 : 77",203001
"07-08-2023 : 78",206725
"07-08-2023 : 79",208825
"07-08-2023 : 80",209808
"07-08-2023 : 81",208687
"07-08-2023 : 82",207187
"07-08-2023 : 83",207717
"07-08-2023 : 84",207105
"07-08-2023 : 85",206842
"07-08-2023 : 86",206778
"07-08-2023 : 87",207147
"07-08-2023 : 88",206740
"07-08-2023 : 89",206071
"07-08-2023 : 90",206320
"07-08-2023 : 91",206380
"07-08-2023 : 92",205919
"07-08-2023 : 93",204800
"07-08-2023 : 94",203312
"07-08-2023 : 95",202104
"07-08-2023 : 96",200724
"08-08-2023 : 1",198780
"08-08-2023 : 2",198214
"08-08-2023 : 3",197368
"08-08-2023 : 4",196178
"08-08-2023 : 5",195395
"08-08-2023 : 6",193931
"08-08-2023 : 7",192439
"08-08-2023 : 8",191225
"08-08-2023 : 9",190072
"08-08-2023 : 10",189211
"08-08-2023 : 11",188457
"08-08-2023 : 12",187438
"08-08-2023 : 13",186841
"08-08-2023 : 14",185804
"08-08-2023 : 15",185237
"08-08-2023 : 16",184651
"08-08-2023 : 17",184139
"08-08-2023 : 18",183716
"08-08-2023 : 19",184533
"08-08-2023 : 20",184949
"08-08-2023 : 21",185218
"08-08-2023 : 22",185480
"08-08-2023 : 23",187613
"08-08-2023 : 24",188785
"08-08-2023 : 25",190063
"08-08-2023 : 26",190890
"08-08-2023 : 27",192307
"08-08-2023 : 28",194900
"08-08-2023 : 29",195988
"08-08-2023 : 30",195601
"08-08-2023 : 31",196860
"08-08-2023 : 32",197801
"08-08-2023 : 33",198169
"08-08-2023 : 34",198350
"08-08-2023 : 35",199798
"08-08-2023 : 36",200131
"08-08-2023 : 37",200642
"08-08-2023 : 38",202299
"08-08-2023 : 39",204826
"08-08-2023 : 40",206881
"08-08-2023 : 41",208727
"08-08-2023 : 42",202298
"08-08-2023 : 43",212632
"08-08-2023 : 44",212896
"08-08-2023 : 45",211956
"08-08-2023 : 46",212535
"08-08-2023 : 47",212914
"08-08-2023 : 48",213122
"08-08-2023 : 49",213370
"08-08-2023 : 50",212435
"08-08-2023 : 51",212980
"08-08-2023 : 52",212520
"08-08-2023 : 53",211788
"08-08-2023 : 54",208867
"08-08-2023 : 55",208843
"08-08-2023 : 56",210162
"08-08-2023 : 57",210494
"08-08-2023 : 58",211076
"08-08-2023 : 59",213677
"08-08-2023 : 60",214389
"08-08-2023 : 61",215199
"08-08-2023 : 62",214764
"08-08-2023 : 63",213575
"08-08-2023 : 64",212676
"08-08-2023 : 65",211589
"08-08-2023 : 66",208104
"08-08-2023 : 67",207602
"08-08-2023 : 68",206720
"08-08-2023 : 69",205975
"08-08-2023 : 70",203512
"08-08-2023 : 71",203389
"08-08-2023 : 72",202167
"08-08-2023 : 73",201905
"08-08-2023 : 74",200203
"08-08-2023 : 75",202131
"08-08-2023 : 76",204338
"08-08-2023 : 77",206867
"08-08-2023 : 78",207665
"08-08-2023 : 79",208001
"08-08-2023 : 80",207566
"08-08-2023 : 81",207393
"08-08-2023 : 82",206238
"08-08-2023 : 83",206341
"08-08-2023 : 84",206513
"08-08-2023 : 85",206163
"08-08-2023 : 86",205858
"08-08-2023 : 87",205520
"08-08-2023 : 88",205029
"08-08-2023 : 89",204598
"08-08-2023 : 90",204062
"08-08-2023 : 91",204064
"08-08-2023 : 92",203787
"08-08-2023 : 93",202837
"08-08-2023 : 94",201851
"08-08-2023 : 95",201410
"08-08-2023 : 96",201180
"09-08-2023 : 1",200733
"09-08-2023 : 2",199991
"09-08-2023 : 3",198152
"09-08-2023 : 4",197223
"09-08-2023 : 5",195980
"09-08-2023 : 6",194881
"09-08-2023 : 7",193844
"09-08-2023 : 8",192831
"09-08-2023 : 9",191906
"09-08-2023 : 10",190911
"09-08-2023 : 11",190273
"09-08-2023 : 12",189084
"09-08-2023 : 13",188117
"09-08-2023 : 14",187658
"09-08-2023 : 15",187140
"09-08-2023 : 16",186627
"09-08-2023 : 17",186002
"09-08-2023 : 18",186116
"09-08-2023 : 19",187018
"09-08-2023 : 20",187710
"09-08-2023 : 21",188192
"09-08-2023 : 22",188370
"09-08-2023 : 23",189702
"09-08-2023 : 24",191654
"09-08-2023 : 25",193033
"09-08-2023 : 26",194106
"09-08-2023 : 27",195906
"09-08-2023 : 28",197201
"09-08-2023 : 29",197099
"09-08-2023 : 30",196551
"09-08-2023 : 31",198350
"09-08-2023 : 32",198538
"09-08-2023 : 33",198515
"09-08-2023 : 34",200250
"09-08-2023 : 35",200599
"09-08-2023 : 36",201439
"09-08-2023 : 37",204758
"09-08-2023 : 38",209003
"09-08-2023 : 39",209706
"09-08-2023 : 40",211491
"09-08-2023 : 41",212901
"09-08-2023 : 42",213695
"09-08-2023 : 43",215791
"09-08-2023 : 44",215743
"09-08-2023 : 45",216129
"09-08-2023 : 46",216782
"09-08-2023 : 47",217458
"09-08-2023 : 48",218375
"09-08-2023 : 49",218787
"09-08-2023 : 50",218147
"09-08-2023 : 51",218587
"09-08-2023 : 52",218160
"09-08-2023 : 53",218207
"09-08-2023 : 54",216031
"09-08-2023 : 55",216526
"09-08-2023 : 56",217848
"09-08-2023 : 57",218042
"09-08-2023 : 58",218097
"09-08-2023 : 59",219647
"09-08-2023 : 60",220093
"09-08-2023 : 61",220859
"09-08-2023 : 62",218934
"09-08-2023 : 63",218138
"09-08-2023 : 64",217095
"09-08-2023 : 65",215600
"09-08-2023 : 66",212695
"09-08-2023 : 67",212041
"09-08-2023 : 68",211261
"09-08-2023 : 69",210221
"09-08-2023 : 70",207172
"09-08-2023 : 71",206924
"09-08-2023 : 72",205306
"09-08-2023 : 73",203500
"09-08-2023 : 74",200322
"09-08-2023 : 75",201620
"09-08-2023 : 76",204240
"09-08-2023 : 77",205538
"09-08-2023 : 78",206748
"09-08-2023 : 79",207289
"09-08-2023 : 80",207296
"09-08-2023 : 81",206928
"09-08-2023 : 82",205631
"09-08-2023 : 83",205819
"09-08-2023 : 84",205650
"09-08-2023 : 85",205908
"09-08-2023 : 86",205650
"09-08-2023 : 87",205778
"09-08-2023 : 88",205046
"09-08-2023 : 89",204567
"09-08-2023 : 90",203707
"09-08-2023 : 91",204539
"09-08-2023 : 92",204094
"09-08-2023 : 93",204046
"09-08-2023 : 94",203522
"09-08-2023 : 95",203238
"09-08-2023 : 96",202917
"10-08-2023 : 1",202422
"10-08-2023 : 2",201763
"10-08-2023 : 3",200673
"10-08-2023 : 4",199429
"10-08-2023 : 5",198836
"10-08-2023 : 6",197855
"10-08-2023 : 7",196702
"10-08-2023 : 8",195767
"10-08-2023 : 9",195511
"10-08-2023 : 10",193923
"10-08-2023 : 11",192811
"10-08-2023 : 12",192591
"10-08-2023 : 13",191754
"10-08-2023 : 14",191312
"10-08-2023 : 15",190693
"10-08-2023 : 16",190474
"10-08-2023 : 17",189956
"10-08-2023 : 18",189619
"10-08-2023 : 19",190458
"10-08-2023 : 20",190558
"10-08-2023 : 21",191158
"10-08-2023 : 22",191227
"10-08-2023 : 23",192003
"10-08-2023 : 24",192321
"10-08-2023 : 25",193679
"10-08-2023 : 26",195023
"10-08-2023 : 27",196455
"10-08-2023 : 28",197707
"10-08-2023 : 29",198333
"10-08-2023 : 30",199016
"10-08-2023 : 31",199949
"10-08-2023 : 32",200210
"10-08-2023 : 33",200804
"10-08-2023 : 34",203120
"10-08-2023 : 35",205204
"10-08-2023 : 36",206431
"10-08-2023 : 37",207346
"10-08-2023 : 38",210362
"10-08-2023 : 39",213143
"10-08-2023 : 40",215742
"10-08-2023 : 41",216364
"10-08-2023 : 42",218548
"10-08-2023 : 43",219965
"10-08-2023 : 44",220587
"10-08-2023 : 45",221981
"10-08-2023 : 46",222134
"10-08-2023 : 47",222888
"10-08-2023 : 48",223305
"10-08-2023 : 49",223574
"10-08-2023 : 50",223297
"10-08-2023 : 51",223511
"10-08-2023 : 52",223811
"10-08-2023 : 53",222679
"10-08-2023 : 54",220220
"10-08-2023 : 55",221177
"10-08-2023 : 56",222294
"10-08-2023 : 57",216897
"10-08-2023 : 58",223114
"10-08-2023 : 59",223861
"10-08-2023 : 60",223782
"10-08-2023 : 61",224607
"10-08-2023 : 62",222839
"10-08-2023 : 63",222608
"10-08-2023 : 64",220951
"10-08-2023 : 65",220106
"10-08-2023 : 66",216896
"10-08-2023 : 67",215556
"10-08-2023 : 68",213291
"10-08-2023 : 69",211381
"10-08-2023 : 70",209094
"10-08-2023 : 71",207626
"10-08-2023 : 72",206441
"10-08-2023 : 73",206173
"10-08-2023 : 74",203582
"10-08-2023 : 75",205262
"10-08-2023 : 76",206626
"10-08-2023 : 77",208654
"10-08-2023 : 78",209675
"10-08-2023 : 79",210063
"10-08-2023 : 80",209479
"10-08-2023 : 81",208231
"10-08-2023 : 82",208259
"10-08-2023 : 83",208845
"10-08-2023 : 84",208454
"10-08-2023 : 85",207704
"10-08-2023 : 86",207688
"10-08-2023 : 87",208045
"10-08-2023 : 88",207962
"10-08-2023 : 89",206768
"10-08-2023 : 90",206497
"10-08-2023 : 91",207081
"10-08-2023 : 92",206280
"10-08-2023 : 93",205906
"10-08-2023 : 94",205685
"10-08-2023 : 95",204655
"10-08-2023 : 96",203519
"11-08-2023 : 1",202149
"11-08-2023 : 2",201886
"11-08-2023 : 3",200724
"11-08-2023 : 4",199849
"11-08-2023 : 5",200272
"11-08-2023 : 6",199392
"11-08-2023 : 7",198947
"11-08-2023 : 8",198867
"11-08-2023 : 9",197718
"11-08-2023 : 10",197195
"11-08-2023 : 11",196621
"11-08-2023 : 12",195856
"11-08-2023 : 13",195088
"11-08-2023 : 14",195057
"11-08-2023 : 15",194802
"11-08-2023 : 16",194065
"11-08-2023 : 17",193336
"11-08-2023 : 18",193888
"11-08-2023 : 19",194571
"11-08-2023 : 20",195115
"11-08-2023 : 21",194929
"11-08-2023 : 22",195847
"11-08-2023 : 23",196122
"11-08-2023 : 24",196324
"11-08-2023 : 25",196678
"11-08-2023 : 26",198194
"11-08-2023 : 27",200080
"11-08-2023 : 28",200230
"11-08-2023 : 29",200511
"11-08-2023 : 30",201298
"11-08-2023 : 31",203375
"11-08-2023 : 32",204583
"11-08-2023 : 33",204836
"11-08-2023 : 34",207308
"11-08-2023 : 35",208864
"11-08-2023 : 36",210178
"11-08-2023 : 37",211463
"11-08-2023 : 38",215957
"11-08-2023 : 39",218195
"11-08-2023 : 40",220518
"11-08-2023 : 41",221805
"11-08-2023 : 42",224154
"11-08-2023 : 43",224701
"11-08-2023 : 44",225800
"11-08-2023 : 45",225791
"11-08-2023 : 46",227231
"11-08-2023 : 47",227853
"11-08-2023 : 48",227863
"11-08-2023 : 49",228150
"11-08-2023 : 50",227511
"11-08-2023 : 51",227398
"11-08-2023 : 52",228710
"11-08-2023 : 53",227794
"11-08-2023 : 54",226081
"11-08-2023 : 55",226649
"11-08-2023 : 56",227415
"11-08-2023 : 57",227313
"11-08-2023 : 58",229223
"11-08-2023 : 59",227431
"11-08-2023 : 60",228192
"11-08-2023 : 61",228106
"11-08-2023 : 62",226935
"11-08-2023 : 63",224547
"11-08-2023 : 64",221367
"11-08-2023 : 65",221257
"11-08-2023 : 66",218233
"11-08-2023 : 67",215950
"11-08-2023 : 68",214184
"11-08-2023 : 69",213423
"11-08-2023 : 70",210541
"11-08-2023 : 71",209062
"11-08-2023 : 72",207411
"11-08-2023 : 73",208389
"11-08-2023 : 74",206604
"11-08-2023 : 75",207668
"11-08-2023 : 76",208136
"11-08-2023 : 77",209560
"11-08-2023 : 78",210742
"11-08-2023 : 79",210951
"11-08-2023 : 80",211081
"11-08-2023 : 81",210059
"11-08-2023 : 82",209350
"11-08-2023 : 83",209280
"11-08-2023 : 84",209649
"11-08-2023 : 85",208864
"11-08-2023 : 86",208971
"11-08-2023 : 87",209377
"11-08-2023 : 88",208985
"11-08-2023 : 89",209014
"11-08-2023 : 90",210195
"11-08-2023 : 91",210172
"11-08-2023 : 92",209513
"11-08-2023 : 93",208811
"11-08-2023 : 94",208536
"11-08-2023 : 95",208002
"11-08-2023 : 96",207332
"12-08-2023 : 1",206805
"12-08-2023 : 2",206510
"12-08-2023 : 3",205432
"12-08-2023 : 4",198149
"12-08-2023 : 5",204224
"12-08-2023 : 6",204319
"12-08-2023 : 7",203404
"12-08-2023 : 8",202457
"12-08-2023 : 9",201120
"12-08-2023 : 10",200469
"12-08-2023 : 11",199481
"12-08-2023 : 12",198373
"12-08-2023 : 13",197796
"12-08-2023 : 14",197637
"12-08-2023 : 15",197425
"12-08-2023 : 16",196961
"12-08-2023 : 17",195921
"12-08-2023 : 18",195746
"12-08-2023 : 19",195275
"12-08-2023 : 20",196174
"12-08-2023 : 21",196218
"12-08-2023 : 22",196698
"12-08-2023 : 23",197421
"12-08-2023 : 24",198093
"12-08-2023 : 25",198881
"12-08-2023 : 26",199534
"12-08-2023 : 27",201398
"12-08-2023 : 28",201058
"12-08-2023 : 29",201695
"12-08-2023 : 30",202128
"12-08-2023 : 31",202916
"12-08-2023 : 32",203867
"12-08-2023 : 33",204443
"12-08-2023 : 34",205991
"12-08-2023 : 35",207910
"12-08-2023 : 36",209211
"12-08-2023 : 37",209831
"12-08-2023 : 38",213141
"12-08-2023 : 39",214531
"12-08-2023 : 40",216773
"12-08-2023 : 41",217918
"12-08-2023 : 42",218937
"12-08-2023 : 43",220043
"12-08-2023 : 44",220646
"12-08-2023 : 45",221060
"12-08-2023 : 46",220976
"12-08-2023 : 47",222270
"12-08-2023 : 48",223139
"12-08-2023 : 49",223350
"12-08-2023 : 50",223670
"12-08-2023 : 51",223066
"12-08-2023 : 52",222851
"12-08-2023 : 53",223438
"12-08-2023 : 54",220785
"12-08-2023 : 55",221648
"12-08-2023 : 56",222660
"12-08-2023 : 57",223621
"12-08-2023 : 58",223794
"12-08-2023 : 59",224348
"12-08-2023 : 60",225560
"12-08-2023 : 61",224048
"12-08-2023 : 62",222647
"12-08-2023 : 63",222328
"12-08-2023 : 64",221167
"12-08-2023 : 65",220280
"12-08-2023 : 66",216732
"12-08-2023 : 67",215116
"12-08-2023 : 68",213536
"12-08-2023 : 69",212340
"12-08-2023 : 70",208349
"12-08-2023 : 71",208135
"12-08-2023 : 72",207063
"12-08-2023 : 73",206570
"12-08-2023 : 74",205219
"12-08-2023 : 75",208176
"12-08-2023 : 76",209704
"12-08-2023 : 77",212836
"12-08-2023 : 78",214052
"12-08-2023 : 79",215071
"12-08-2023 : 80",216159
"12-08-2023 : 81",216420
"12-08-2023 : 82",213825
"12-08-2023 : 83",213529
"12-08-2023 : 84",213113
"12-08-2023 : 85",213238
"12-08-2023 : 86",213362
"12-08-2023 : 87",213075
"12-08-2023 : 88",212434
"12-08-2023 : 89",211717
"12-08-2023 : 90",213629
"12-08-2023 : 91",213683
"12-08-2023 : 92",212843
"12-08-2023 : 93",212415
"12-08-2023 : 94",212143
"12-08-2023 : 95",210764
"12-08-2023 : 96",210240
"13-08-2023 : 1",209199
"13-08-2023 : 2",215770
"13-08-2023 : 3",208299
"13-08-2023 : 4",206939
"13-08-2023 : 5",206337
"13-08-2023 : 6",204451
"13-08-2023 : 7",203449
"13-08-2023 : 8",202661
"13-08-2023 : 9",201387
"13-08-2023 : 10",200626
"13-08-2023 : 11",199909
"13-08-2023 : 12",199134
"13-08-2023 : 13",198795
"13-08-2023 : 14",198579
"13-08-2023 : 15",197859
"13-08-2023 : 16",197228
"13-08-2023 : 17",196835
"13-08-2023 : 18",196786
"13-08-2023 : 19",197325
"13-08-2023 : 20",197864
"13-08-2023 : 21",197758
"13-08-2023 : 22",197617
"13-08-2023 : 23",198876
"13-08-2023 : 24",198789
"13-08-2023 : 25",197965
"13-08-2023 : 26",197526
"13-08-2023 : 27",198626
"13-08-2023 : 28",199421
"13-08-2023 : 29",198702
"13-08-2023 : 30",198326
"13-08-2023 : 31",199575
"13-08-2023 : 32",199605
"13-08-2023 : 33",199075
"13-08-2023 : 34",200042
"13-08-2023 : 35",201958
"13-08-2023 : 36",202610
"13-08-2023 : 37",204366
"13-08-2023 : 38",207924
"13-08-2023 : 39",208706
"13-08-2023 : 40",211061
"13-08-2023 : 41",212487
"13-08-2023 : 42",213589
"13-08-2023 : 43",215042
"13-08-2023 : 44",216005
"13-08-2023 : 45",216537
"13-08-2023 : 46",216901
"13-08-2023 : 47",217796
"13-08-2023 : 48",218373
"13-08-2023 : 49",218507
"13-08-2023 : 50",217841
"13-08-2023 : 51",218455
"13-08-2023 : 52",218552
"13-08-2023 : 53",218746
"13-08-2023 : 54",216535
"13-08-2023 : 55",217106
"13-08-2023 : 56",218261
"13-08-2023 : 57",217895
"13-08-2023 : 58",217390
"13-08-2023 : 59",217139
"13-08-2023 : 60",216942
"13-08-2023 : 61",216709
"13-08-2023 : 62",212844
"13-08-2023 : 63",213568
"13-08-2023 : 64",212780
"13-08-2023 : 65",210126
"13-08-2023 : 66",205958
"13-08-2023 : 67",204942
"13-08-2023 : 68",202331
"13-08-2023 : 69",199915
"13-08-2023 : 70",196753
"13-08-2023 : 71",195770
"13-08-2023 : 72",194772
"13-08-2023 : 73",194097
"13-08-2023 : 74",194059
"13-08-2023 : 75",196091
"13-08-2023 : 76",198959
"13-08-2023 : 77",202985
"13-08-2023 : 78",206287
"13-08-2023 : 79",208930
"13-08-2023 : 80",209887
"13-08-2023 : 81",209148
"13-08-2023 : 82",209011
"13-08-2023 : 83",208978
"13-08-2023 : 84",209022
"13-08-2023 : 85",208893
"13-08-2023 : 86",209101
"13-08-2023 : 87",209449
"13-08-2023 : 88",209380
"13-08-2023 : 89",208761
"13-08-2023 : 90",209931
"13-08-2023 : 91",210842
"13-08-2023 : 92",209850
"13-08-2023 : 93",209038
"13-08-2023 : 94",207998
"13-08-2023 : 95",206679
"13-08-2023 : 96",204821
"14-08-2023 : 1",202671
"14-08-2023 : 2",202684
"14-08-2023 : 3",201569
"14-08-2023 : 4",200429
"14-08-2023 : 5",199219
"14-08-2023 : 6",197685
"14-08-2023 : 7",197377
"14-08-2023 : 8",196742
"14-08-2023 : 9",195682
"14-08-2023 : 10",194765
"14-08-2023 : 11",194362
"14-08-2023 : 12",193449
"14-08-2023 : 13",192778
"14-08-2023 : 14",192609
"14-08-2023 : 15",192394
"14-08-2023 : 16",191852
"14-08-2023 : 17",191555
"14-08-2023 : 18",191584
"14-08-2023 : 19",192410
"14-08-2023 : 20",192167
"14-08-2023 : 21",192568
"14-08-2023 : 22",192477
"14-08-2023 : 23",193565
"14-08-2023 : 24",194374
"14-08-2023 : 25",194641
"14-08-2023 : 26",194667
"14-08-2023 : 27",197032
"14-08-2023 : 28",197801
"14-08-2023 : 29",198188
"14-08-2023 : 30",198905
"14-08-2023 : 31",200643
"14-08-2023 : 32",202032
"14-08-2023 : 33",201839
"14-08-2023 : 34",204924
"14-08-2023 : 35",206439
"14-08-2023 : 36",208106
"14-08-2023 : 37",209699
"14-08-2023 : 38",214732
"14-08-2023 : 39",216590
"14-08-2023 : 40",219410
"14-08-2023 : 41",220669
"14-08-2023 : 42",221667
"14-08-2023 : 43",223857
"14-08-2023 : 44",224736
"14-08-2023 : 45",225680
"14-08-2023 : 46",226180
"14-08-2023 : 47",226971
"14-08-2023 : 48",227122
"14-08-2023 : 49",227304
"14-08-2023 : 50",227143
"14-08-2023 : 51",227279
"14-08-2023 : 52",226548
"14-08-2023 : 53",225758
"14-08-2023 : 54",222797
"14-08-2023 : 55",223057
"14-08-2023 : 56",223571
"14-08-2023 : 57",223908
"14-08-2023 : 58",223645
"14-08-2023 : 59",225104
"14-08-2023 : 60",225710
"14-08-2023 : 61",225487
"14-08-2023 : 62",223349
"14-08-2023 : 63",223271
